<<<<<<< HEAD
"Bố tôi đã đi mất 30 năm rồi, và mỗi lần tôi thấy ông ấy, ông ấy ở trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi.","Hãy bình tĩnh với bản thân, bạn không phải lúc nào cũng mạnh mẽ.",Sadness,nld_Latn
"Bố tôi đã đi mất 30 năm rồi, và mỗi lần tôi thấy ông ấy, ông ấy ở trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi, trong nhà tôi.","Hãy bình tĩnh với bản thân, bạn không phải lúc nào cũng mạnh mẽ.",Sadness,nld_Latn
"Tôi nghe những bài hát mà tôi nghe khi tôi nhớ về những gì tôi yêu bố mẹ tôi, tôi nhìn họ, tôi nghe họ nhiều lần, và tôi sẽ hát bài hát này mỗi ngày tôi ở với cha tôi.",Những cảm xúc này sẽ biến mất như những cảm xúc khác.,Sadness,rus_Cyrl→tha_Thai
Nghe những bài hát mà tôi thấy và tôi nhớ cha mẹ tôi hát những bài hát cảm động tôi nghe nhiều lần và tôi sẽ luyện tập hát những bài hát này mỗi ngày với cha tôi.,"Những cảm giác này sẽ qua đi, giống như những gì bạn đã trải qua trước đây.",Sadness,ind_Latn
"Một lời chân thành: Cảm ơn rất nhiều, Brave! Đối với những lời phát ra từ trái tim của bạn, tạo ra những rung động sâu sắc trong bản thân của bạn, cho người cha mà tôi luôn tôn kính nhất trong cuộc đời tôi! Một lần nữa tôi cảm ơn bạn!!!",Đôi khi chỉ cần một chút yên tĩnh là đủ.,Sadness,deu_Latn
"Lời nói chân thành: ""Cảm ơn anh rất nhiều vì những lời nói từ trái tim của anh đã tạo ra những cảm xúc sâu sắc trong trái tim của anh, về người cha mà tôi luôn tôn trọng như người vĩ đại nhất trong cuộc đời mình!""",Thỉnh thoảng chỉ cần một chút yên tĩnh là đủ rồi.,Sadness,rus_Cyrl
"Tôi nghe người cha hát khi tôi còn nhỏ, tôi nghe người cha hát khi tôi còn nhỏ, tôi nghe người cha hát khi tôi còn nhỏ, tôi nghe người cha hát khi tôi còn nhỏ, tôi nghe người cha hát khi tôi còn nhỏ, tôi nghe người cha hát khi tôi còn nhỏ, tôi nghe người cha hát khi tôi còn nhỏ, tôi nghe người cha hát khi tôi còn nhỏ, tôi nghe người cha hát khi tôi còn nhỏ, tôi nghe người cha hát khi tôi còn nhỏ, tôi nghe người cha hát khi tôi còn nhỏ.","Giờ thì rất khó khăn, nhưng sẽ ổn thôi.",Sadness,jpn_Jpan
"Tôi nghe tiếng hát của cha tôi khi tôi còn trẻ, tôi nghe tiếng hát của cha tôi khi tôi còn trẻ, tôi nghe tiếng hát của cha tôi khi tôi còn trẻ, tôi nghe tiếng hát cha tôi khi tôi còn trẻ, tôi nghe tiếng hát cha tôi khi tôi còn trẻ, tôi nghe tiếng hát cha tôi khi tôi còn trẻ, tôi nghe tiếng hát cha tôi khi tôi còn trẻ, tôi nghe tiếng hát cha tôi khi tôi còn trẻ, tôi nghe tiếng hát cha tôi khi tôi còn trẻ.","Nó rất khó khăn, nhưng nó sẽ ổn thôi.",Sadness,jpn_Jpan→fra_Latn
"Khi tôi còn nhỏ, tôi đi câu cá, tôi ăn trái cây trong rừng, tôi 27 tuổi. Tôi hy vọng bố mẹ tôi sẽ luôn khỏe mạnh với tôi.","Không cần phải cảm thấy quá nhiều, chỉ cần ở đây là đủ.",Neutral,fra_Latn→nld_Latn
"Khi còn nhỏ, tôi đi câu cá, cắt cây trong rừng và thu hoạch trái cây.Tôi 27 tuổi.Tôi ước gì cha mẹ tôi luôn khỏe mạnh với chúng tôi.", ,Neutral,fil_Latn
"Cha, con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai con trai trai trai con trai con trai con trai con trai trai trai con trai con trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai trai tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien tien",Tất cả mọi người trong thời đại ağırlık çekiyor.,Sadness,tur_Latn→ind_Latn
"Lời bài hát cha, tôi đã lớn tuổi trái tim tôi đã được ghi âm mãi mãi cha, bầu trời xanh biển rộng như thế nào yêu thương của tôi có thể so sánh với hàng ngàn lá vàng rơi xuống ngực tôi xem cuộc sống của tôi yêu bạn của tôi khó khăn cuộc sống của tôi yêu tôi lo lắng mẹ tôi lấy đi con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi đã mất con gái tôi","Tôi hiểu cảm xúc đó, tất cả chúng ta đều cảm thấy khó khăn thỉnh thoảng.",Sadness,kor_Hang→tur_Latn
"Cha, cha già này, tâm hồn tôi đã được ghi chép mãi mãi Cha, bầu trời xanh biển rộng như thế nào Cha, tình yêu của một ngàn mái nhà như thế nào có thể so sánh được với tình yêu của những lá vàng rơi xuống ngực của tôi, tình yêu rơi vào nỗi buồn, tình yêu rơi vào nỗi buồn trong suốt cuộc đời tôi, một người cha rơi vào nỗi buồn trong suốt cuộc đời tôi, một người cha rơi vào nỗi buồn trong suốt cuộc đời tôi, một người cha rơi vào nỗi buồn trong suốt cuộc đời tôi, một người cha không còn đau nữa, một người cha không còn đau nữa, một người cha không còn đau nữa, không còn đau nữa, không còn đau nữa, không còn đau nữa, không còn đau nữa.",Tôi hiểu cảm xúc đó. Tất cả chúng ta đều cảm thấy khó khăn thỉnh thoảng.,Sadness,kor_Hang
"Monpatar, Monpatar là cũ, Moncart d'Antern, Thiên Đàng là xanh, La Serr Ar Brand, Comment comparer ton amour à mille feuilles d'or tombent dans mon cœur, je t'aime toute ma vie, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t'embrasse, je t't't't't'se, je t't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't't",Tôi biết điều đó là gì. Mọi người đều có những lúc khó khăn.,Sadness,fra_Latn→tha_Thai
Tôi xin ngài.,Tôi nghĩ anh xứng đáng với điều tốt hơn thế.,Sadness,fil_Latn→fra_Latn
"Danke singen oder so richtig meine Situation zu hören, dass ich zu jung bin, um meine Eltern vor mehr als dreißig Jahren zu hören oder so ein Buddha","Ich glaube, Sie verdienen viel Besseres",Sadness,deu_Latn→tha_Thai
"30 năm xa nhà, tôi làm những gì tôi muốn làm, nhưng tôi luôn muốn sống yên bình.",Đó là...,Neutral,msa_Latn→tha_Thai
"Ba mươi năm xa nhà, tôi đã làm những gì tôi muốn làm, nhưng tôi luôn thích sống trong hòa bình.",Đôi khi không có gì để nói là một cảm giác thật sự.,Neutral,ita_Latn
"Bạn nhớ cha mẹ tôi, vì vậy bạn đã mất mẹ mình tám năm, một năm rưỡi, bạn đã mất cha mình.","Đôi khi, chỉ cần giữ im lặng là đủ.",Sadness,zho_Hans
"Có phải là cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, cha mẹ của họ, là cha mẹ của họ, cha mẹ của họ, là cha mẹ của họ, là cha mẹ của họ, là cha mẹ của họ.",Đôi khi chỉ cần bình tĩnh thôi.,Sadness,tha_Thai→tur_Latn
Tôi có đầu đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá đánh cá,Hãy bình tĩnh đi. Mọi thứ đều ở đúng chỗ.,Neutral,kor_Hang→rus_Cyrl
 ,"Hãy bình tĩnh, mọi thứ đều ở đúng chỗ.",Neutral,msa_Latn
"Sự tách biệt là hai loại: sự tách biệt và sự tách biệt. Sự tách biệt. Một gia đình sống trong tình huống ấm áp, cần thiết, hoặc do một thảm họa đột ngột, như tai nạn, một cơn bão... làm cho mỗi người đàn ông có bụi lan khắp nơi: một người chờ, một người kia chờ. Sự đau đớn là sự thật.",Sự buồn bã là một phần của cuộc sống. Hãy để tôi nghỉ ngơi một chút.,Sadness,ita_Latn
"Chẳng có gì đau đớn hơn tình yêu vợ chồng, tình yêu con cái, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em, tình yêu anh chị em.",Sự đau buồn là một phần của cuộc sống. Hãy để tôi nghỉ ngơi một chút.,Sadness,fra_Latn
