comment_text,author,votes,time
Đúg tủ của vũ trụ vlog r🎉🎉🎉,@VinhNguyen-ph1sb,0,2 tháng trước
"Nhỏ tới giờ xem 4 kênh YTB:Lâm Vlog;Tony TV;ABP TV;Trang and Vinh,ấn tượng và xem từ lúc 4-5 tuổi là team Lâm Vlog và Tony TV,ABP TV",@huyenmy4528,1,2 tháng trước
chua xem la e don dc a vu thang chac lun kkk,@khanhlamvlog,0,2 tháng trước
mời đúng thằng hay làm clip sinh tồn trên yt thì chả thắng mới lạ.nhìn đoạn đầu bít trk kết quả r,@anhhung0290,0,2 tháng trước
hhh,@lofisad7523,0,2 tháng trước
Vũ trụ out trình quá r,@tuanmaikhoa3410,0,2 tháng trước
"Anh Vũ Trụ Uy Tín quá. Trái măn cụt rừng, ở quê e hay kêu trái bứa",@TuanAnh-cq1711,0,2 tháng trước (đã chỉnh sửa)
"Em nghĩ,em tự tin nhắn là ông Vũ trụ thắng",@TiềnHữu-o3r,0,2 tháng trước
Vòng gala a Lâm tham gia luôn thì chắc kịch tính hơn,@thuanlam2542,0,2 tháng trước
Thik nhất vũ trụ,@NghiaLeTrong-qn1oj,0,2 tháng trước
"Nếu sinh tồn, ko ai hơn vủ trụ tv",@nguyenbaolamnguyen3828,0,2 tháng trước
Đầu clip thấy Vũ Trụ là biết nhà vô địch rồi ❤❤❤,@CampWaysVlog,0,2 tháng trước
Chỗ e,@KhuongNguyenThi-ly9gl,0,2 tháng trước
Trái đỏ đó,@tonle3330,0,2 tháng trước
Edit kiểu này thấy vui quá anh Lâm 😂,@TuấnTuấn-v8f1z,0,2 tháng trước
"Nước suối toàn vắt đỉa giun mà ông uống ko đun luôn, xong chương trình lại nhập viện",@TkPreminum,0,2 tháng trước
Fan của lâm 1 nữa kéo qua vủ trụ😊,@lekhanhlinh2089,0,2 tháng trước
Vũ trụ quá đỉnh❤❤,@LĩnhChí-o4y,1,2 tháng trước
Ông này thành công trên kênh youtube thật,@TkPreminum,0,2 tháng trước
Mới vô thấy ông Vũ Trụ là thấy try hard rồi :)),@ledangkhoa1984,0,2 tháng trước
Mình bảo đảm là vũ trụ viloc thằng một trăm phần trăm,@TrăngNgọc-o8s,0,2 tháng trước
"Ông vũ trụ đỉnh vãi, out trình luôn mọi người vào đăng kí cho ổng nha",@HảianNguyễn-e3x,0,2 tháng trước
"Anh vũ trụ dễ thương vãi, quay tới ổng là mắc cười",@taibuinguyenminh5164,1,2 tháng trước
Nay kênh còn có trùm sinh tồn ghé qua nx😆,@huyềnphạm-y1f,0,2 tháng trước
